conversation_id_str,created_at,favorite_count,Tweet,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,sentiment
1840208452175507605,Sun Sep 29 22:42:28 +0000 2024,0,oh mungkin ini alasannya jadi tearik masuk ke dunia politik  ez money,1840522560775344463,,StefanAntonio__,in,Jakarta,0,0,0,https://x.com/Galih_D_Ariarto/status/1840522560775344463,1690406617,Galih_D_Ariarto,negative
1839852411252551775,Sun Sep 29 22:38:56 +0000 2024,0,dimana pun bisa dilantik kalau masih indonesia gunakan nalar teman jgn kuat iri,1840521673239617977,,TeddGus,in,,0,0,0,https://x.com/RazalyNst43358/status/1840521673239617977,1689977235468640256,RazalyNst43358,negative
1840521479534121442,Sun Sep 29 22:38:10 +0000 2024,0,memang perlu dumas  pengaduan masyarakat   amp  cawe2     untuk proses si kaesang maupun si gibran  bocah presiden  peanyaannya   apakah mereka punya nyali  amp  keberanian ya   konstitusi sudah memanggil untuk ditegakkan,1840521479534121442,,,in,Civil Dome,0,0,0,https://x.com/12Tataboga71988/status/1840521479534121442,1745595386348335104,12Tataboga71988,positive
1839169702352007487,Sun Sep 29 22:37:16 +0000 2024,0,iya ngapain coba di adu domba biarin saja pendukung mereka menikmati kebodohannya karena memilih 2 org itu,1840521251938611483,,99propaganda,in,,0,0,0,https://x.com/abirasya73433/status/1840521251938611483,1742151728143929344,abirasya73433,negative
1840514981571538986,Sun Sep 29 22:36:35 +0000 2024,1,dulu acara di metro waktu masih gubernur paling angkuh gibran   tidak menunjukkan anak gaul,1840521081490411802,,_riverheaven,in,Manado..  North Sulawesi..,0,1,0,https://x.com/NHenryp29864/status/1840521081490411802,1705475303571861504,NHenryp29864,neutral
1838532519123390882,Sun Sep 29 22:27:10 +0000 2024,0,wkwk  penyepong tai keluarga jokowi muncul,1840518709909307425,,kangerryudha,in,,0,0,0,https://x.com/hattoricoin/status/1840518709909307425,1343045333597659138,hattoricoin,neutral
1840518077739659351,Sun Sep 29 22:24:39 +0000 2024,0,ayo jujur  sepei adikmu si  yg ngaku anak mulyono,1840518077739659351,,,in,,0,1,0,https://x.com/Mi73Hel/status/1840518077739659351,3244905644,Mi73Hel,positive
1839852411252551775,Sun Sep 29 22:24:20 +0000 2024,0,kata  ini gak asing spt ucapannya si fahri  ngabulin ngibulin jilid2  dki dan dkj itu beda apalagi dg dkm  dlm kelompok mulyono,1840517998026879112,,TeddGus,in,malang,0,0,0,https://x.com/dedyrhiez/status/1840517998026879112,301950210,dedyrhiez,positive
1840514981571538986,Sun Sep 29 22:23:33 +0000 2024,2,berlebihan puji2 jokowi 2019   di manfaatkan oleh anak2   gibran  kaesang jadi super sombong angkuh    sepei ada kelainan jiwa   akun ff   hina2 keluarga prabowo,1840517801519485182,,_riverheaven,in,Manado..  North Sulawesi..,0,1,0,https://x.com/NHenryp29864/status/1840517801519485182,1705475303571861504,NHenryp29864,negative
1840517719306993906,Sun Sep 29 22:23:14 +0000 2024,24,rapat dengan bahlil lahadalia ekspresi berkedip gibran jadi sorotan netizen  pentingnya minum obat cacing sebelum meeting,1840517719306993906,,,in,,0,0,18,https://x.com/OposisiCerdas/status/1840517719306993906,887743587579944960,OposisiCerdas,neutral
1840383419047678130,Sun Sep 29 22:23:07 +0000 2024,0,fufufafa gibran   anak mulyono itu looo    tidak ada lawan,1840517692983533810,,KompasTV,in,,0,0,0,https://x.com/adi_nepri/status/1840517692983533810,1646259442755973120,adi_nepri,negative
1840283302835695757,Sun Sep 29 22:21:43 +0000 2024,1,idayati sing dijodohke neng mulyono karo paman ndoblang gen memuluskan gibran,1840517338439057756,,alisyarief,in,Temanggung,0,0,1,https://x.com/PenDjooLL/status/1840517338439057756,1350861338,PenDjooLL,positive
1839852411252551775,Sun Sep 29 22:17:26 +0000 2024,0,antek2 amerika yang selalu gk terima beliau ber2 gabung,1840516262113558807,,TeddGus,in,,0,0,0,https://x.com/furyafurya2/status/1840516262113558807,1798274730690215936,furyafurya2,positive
1840348722364039173,Sun Sep 29 22:16:40 +0000 2024,0,fufufafa gibran   dek kelakar kamu dg jetpri berani amat     anak mulyono   kalian lawan,1840516069766910091,,CNNIndonesia,in,,0,0,0,https://x.com/adi_nepri/status/1840516069766910091,1646259442755973120,adi_nepri,negative
1838762518262747312,Sun Sep 29 22:15:40 +0000 2024,0,berai lu pilih gibran,1840515816078598286,,SuhaepiEep59147,in,,0,1,0,https://x.com/yoghafoto/status/1840515816078598286,284283807,yoghafoto,negative
1840208452175507605,Sun Sep 29 22:14:27 +0000 2024,0,bukan udunan duit kite yg dipotong tiap gajian kan,1840515509764419598,,StefanAntonio__,in,Theatre of Dreams,0,0,0,https://x.com/asdena/status/1840515509764419598,92219873,asdena,negative
1840196231030817077,Sun Sep 29 22:13:46 +0000 2024,0,paling hebat itu kalo berani tunjukkan ijazah aslinya,1840515338464883095,,Ber_uang08,in,,0,0,0,https://x.com/ArivalBach5653/status/1840515338464883095,1652612524905496576,ArivalBach5653,positive
1840510834885497016,Sun Sep 29 22:11:24 +0000 2024,1,bagaimana mungkin diberi gelar doctor hc sementara gelar s1 aja tdk dia miliki  ini lembaga pendidikan mana sih yg over acting,1840514741095260507,,GibraltarNc,in,Di Bumi Allah,0,0,0,https://x.com/rahmaniarbaftim/status/1840514741095260507,852327811,rahmaniarbaftim,negative
1840354308724051970,Sun Sep 29 22:11:15 +0000 2024,0,fufufafa gibran   gue sudah ganti nama akun    dan mengganti nomor hp sea menganti nama pemilik akun     bereskan,1840514706567778316,,tham878,in,,0,0,0,https://x.com/adi_nepri/status/1840514706567778316,1646259442755973120,adi_nepri,neutral
1840208452175507605,Sun Sep 29 22:04:30 +0000 2024,0,dikasih fakta dan dan data skalipun akan sll bnyk ceboker nya  coba aja bikin kaya gini di ig threads bakal di serang 7 hari 7 malam  dah gw alamin sampe di hina2 mosqueen  pdhl cuma beanya bisnis mereka apa sampe kekayaan naik 100m dalam 5thn keluar tuh ceboker2nya,1840513005576155481,,StefanAntonio__,in, Bandung - Jakarta,0,0,0,https://x.com/junichirich/status/1840513005576155481,202579164,junichirich,neutral
1840044713430397276,Sun Sep 29 22:02:19 +0000 2024,1,jangan ganti kapolri tapi ganti gibran langsung tdk bakal ada masalah lagi di negri ini,1840512456520868058,,OposisiCerdas,in,,0,0,0,https://x.com/Wan_2045/status/1840512456520868058,1705579125396951040,Wan_2045,negative
1839852411252551775,Sun Sep 29 21:58:45 +0000 2024,0,wkkkkk     mampus lo,1840511560516850104,,Panitia68285950,in,,0,0,0,https://x.com/arno2303/status/1840511560516850104,1752119441821945856,arno2303,negative
1840510834885497016,Sun Sep 29 21:55:52 +0000 2024,7,satu guru satu ilmu sama,1840510834885497016,,,in,"North Carolina, USA",0,1,0,https://x.com/GibraltarNc/status/1840510834885497016,78392421,GibraltarNc,positive
1840216315824615768,Sun Sep 29 21:55:43 +0000 2024,0,lhaaa bagus kan bakal ada pembuktian ntar siapa itu fufufafa dan yg bukain jalan kesana ya pasukan tikus got ini semakin seru apa pasukan tikus got ini juga punya data pembanding buat bantah roy suryo  ato cuma nuduh fitnah doang tapi ga bisa buktiin kalo fufufafa bkn gibran,1840510796868227260,,gustavssondhela,in,,0,0,0,https://x.com/fallenangels81/status/1840510796868227260,1627968261928419329,fallenangels81,negative
1839852411252551775,Sun Sep 29 21:53:12 +0000 2024,0,ted    kok semakin bodoh sih pak habibie saat dilantik di istana negara karena presiden mengundurkan diri kalau tidak cepat melakukan penggantian presiden maka sangat bahaya nkri ini banyak lagi membaca ted,1840510162249056411,,TeddGus,in,,0,0,0,https://x.com/NataYans4212/status/1840510162249056411,1837983935768498176,NataYans4212,negative
1839852411252551775,Sun Sep 29 21:38:03 +0000 2024,0,raskin di rumah udah dpt stok brp karung bos  mabok asam sulfat jgn lama2 bos   tdk baik buat otak yg lagi dlm masa peumbuhan   sudah otak kecil nnti tambah menciut,1840506350050378049,,TeddGus,in,,0,0,0,https://x.com/DSaklek/status/1840506350050378049,1512471111799386120,DSaklek,negative
1840029738154504215,Sun Sep 29 21:37:33 +0000 2024,0,lgbtq itu g nya gibran ya,1840506224439443458,,gadingnstn,in,,0,0,0,https://x.com/miskintapisadar/status/1840506224439443458,1689721850396561408,miskintapisadar,negative
1840030225197085033,Sun Sep 29 21:35:44 +0000 2024,0,negaranya gibran dan sejenisnya jadi mau terkejut juga udah ga heran,1840505767419629982,,txtdrimedia,in,,0,0,0,https://x.com/miskintapisadar/status/1840505767419629982,1689721850396561408,miskintapisadar,neutral
1840032952643924026,Sun Sep 29 21:29:22 +0000 2024,0,ngelas ngeles mulu jelas2 lu sdh menuduh kok kalau fufufafa adalah gibran  cocote koar2 ujung2nya klarifikasi  kocak,1840504166776729932,,DokterTifa,in,"Kebumen, Indonesia",0,0,0,https://x.com/pono_olo/status/1840504166776729932,504455710,pono_olo,negative
1840374022665540035,Sun Sep 29 21:27:47 +0000 2024,1,tantangan buat kaesang      pasti kaesang gak berani pakai kaos tulisan adiknya fufufafa gibran   kaesang   pria pengecut  amp  penakut,1840503764446519462,https://pbs.twimg.com/ext_tw_video_thumb/1840503711132758016/pu/img/ix9NwSJjl766IFJw.jpg,fadlizon,in,,0,0,1,https://x.com/Sgm_mks/status/1840503764446519462,173114120,Sgm_mks,neutral
1840283302835695757,Sun Sep 29 21:24:39 +0000 2024,1,ijazah palsu trs hampir 10 tahun isu ini aja yg eksis sampai gibran jadi wapres nanti sampai gibran jadi presiden isu ini aja yg dihembuskan,1840502978954010754,,alisyarief,in,,0,1,0,https://x.com/Wan_2045/status/1840502978954010754,1705579125396951040,Wan_2045,negative
1840345533560602724,Sun Sep 29 21:22:20 +0000 2024,0,kamu mah dari dulu mikirnya ke sana mulu ga si,1840502396281323563,,lulusnbp,in,(ceruk realitas dan imajinasi),0,0,0,https://x.com/xxgibb/status/1840502396281323563,1234811977660321793,xxgibb,negative
1840405561801580945,Sun Sep 29 21:19:26 +0000 2024,3,samakah dgn university of bradford in singapore nya gibran chili pari  bentar lg dpt dr  hc  juga sepeinya mengikuti jejak ra bentar dpt tanda jasa jg,1840501664899637712,,liaasister,in,under the sky,0,0,0,https://x.com/TatiSahea/status/1840501664899637712,1675492225881640960,TatiSahea,neutral
1840374133638742080,Sun Sep 29 21:19:00 +0000 2024,0,dibawa pemerintah pak gibran,1840501557819035916,,heri_sikuchan,in,,0,0,0,https://x.com/Wan_2045/status/1840501557819035916,1705579125396951040,Wan_2045,negative
1840374133638742080,Sun Sep 29 21:18:27 +0000 2024,2,pak fadli kalau jadi menteri jangan lupa kalau menghadap pak gibran itu harus tunduk kepala ya jangan coba2 natap mukanya gibran bisa2 dipecat,1840501416605184461,,fadlizon,in,,0,0,0,https://x.com/Wan_2045/status/1840501416605184461,1705579125396951040,Wan_2045,negative
1840501193694712198,Sun Sep 29 21:17:34 +0000 2024,1,mungkin samakah dgn university of bradford in singapore nya gibran chili pari,1840501193694712198,,,in,under the sky,0,0,1,https://x.com/TatiSahea/status/1840501193694712198,1675492225881640960,TatiSahea,positive
1840374133638742080,Sun Sep 29 21:17:05 +0000 2024,1,gibran pegang dalam negeri  selesai ini bangsa  semuah tunduk dan patuh sama gibran bocah yg tdk perna baca buku harus memerintah semuah elit politik yg baca buku ribuan dan mantan aktivis semuah,1840501074727457270,,fadlizon,in,,0,0,0,https://x.com/Wan_2045/status/1840501074727457270,1705579125396951040,Wan_2045,positive
1840500929491304661,Sun Sep 29 21:16:31 +0000 2024,0,bagus biar dibuka di pengadilan biar rakyat tau   yakin akun fufufafa milik gibran rakbuming roy suryo kini diadukan ke bareskrim polri  kita resah,1840500929491304661,,,in,,0,0,0,https://x.com/BenyBen54834255/status/1840500929491304661,1516949238126907392,BenyBen54834255,positive
1840161716753313871,Sun Sep 29 21:15:39 +0000 2024,0,pak said didu    punya masalah apa sih sama pak jokowi  ko sampai begitunya mengarang bebas bikin narasi tanpa bukti   mas  mungkin pak said didu pingin jabatan  kasih beliau jabatan kahsiplek kepala satuan hansip komplek,1840500711051976940,,msaid_didu,in,"San diego,USA ",0,0,0,https://x.com/Rizieqedan69/status/1840500711051976940,1816819518691508229,Rizieqedan69,negative
1840500631599198686,Sun Sep 29 21:15:20 +0000 2024,0,setelah tanggal 20 oktober jadi apa kalian besea yang selama ini menjadi penjilat setia   serius penasaran,1840500631599198686,,,in,,0,0,0,https://x.com/Nur06168340/status/1840500631599198686,1326978767823261697,Nur06168340,positive
